,# Triangles,Avg. Triangle Size,Image Resolution,CPUs,Raster Mode,HOM Enabled,Runtime (ms)
1208,16384,0.0001,256,32,1,0,4.52445
1209,16384,0.0001,256,32,1,1,172.713
1210,16384,0.0001,256,32,2,0,4.13565
1211,16384,0.0001,256,32,2,1,174.638
1212,16384,0.0001,256,64,0,0,288.207
1213,16384,0.0001,256,64,0,1,394.431
1214,16384,0.0001,256,64,1,0,11.3288
1215,16384,0.0001,256,64,1,1,213.287
1216,16384,0.0001,256,64,2,0,13.5057
1217,16384,0.0001,256,64,2,1,224.034
1218,16384,0.0001,512,1,0,0,22687.1
1219,16384,0.0001,512,1,0,1,23357.2
1220,16384,0.0001,512,1,1,0,17.863
1221,16384,0.0001,512,1,1,1,1168.1
1222,16384,0.0001,512,1,2,0,11.026
1223,16384,0.0001,512,1,2,1,1290.5
1224,16384,0.0001,512,2,0,0,11403.3
1225,16384,0.0001,512,2,0,1,12014.2
1226,16384,0.0001,512,2,1,0,17.1271
1227,16384,0.0001,512,2,1,1,1091.11
1228,16384,0.0001,512,2,2,0,13.9634
1229,16384,0.0001,512,2,2,1,1032.9
1230,16384,0.0001,512,4,0,0,5881.4
1231,16384,0.0001,512,4,0,1,6211.16
1232,16384,0.0001,512,4,1,0,9.17328
1233,16384,0.0001,512,4,1,1,586.003
1234,16384,0.0001,512,4,2,0,7.8488
1235,16384,0.0001,512,4,2,1,591.855
1236,16384,0.0001,512,8,0,0,3256.47
1237,16384,0.0001,512,8,0,1,3519.57
1238,16384,0.0001,512,8,1,0,4.99239
1239,16384,0.0001,512,8,1,1,357.23
1240,16384,0.0001,512,8,2,0,4.40115
1241,16384,0.0001,512,8,2,1,333.108
1242,16384,0.0001,512,16,0,0,1848.68
1243,16384,0.0001,512,16,0,1,2009.09
1244,16384,0.0001,512,16,1,0,2.85876
1245,16384,0.0001,512,16,1,1,213.587
1246,16384,0.0001,512,16,2,0,2.40019
1247,16384,0.0001,512,16,2,1,234.035
1248,16384,0.0001,512,32,0,0,1799.63
1249,16384,0.0001,512,32,0,1,1871.95
1250,16384,0.0001,512,32,1,0,5.72574
1251,16384,0.0001,512,32,1,1,175.863
1252,16384,0.0001,512,32,2,0,5.38972
1253,16384,0.0001,512,32,2,1,176.633
1254,16384,0.0001,512,64,0,0,974.985
1255,16384,0.0001,512,64,0,1,973.615
1256,16384,0.0001,512,64,1,0,11.4872
1257,16384,0.0001,512,64,1,1,231.812
1258,16384,0.0001,512,64,2,0,14.3906
1259,16384,0.0001,512,64,2,1,220.221
1260,16384,0.0001,1024,1,0,0,90109.0
1261,16384,0.0001,1024,1,0,1,87678.2
1262,16384,0.0001,1024,1,1,0,66.7372
1263,16384,0.0001,1024,1,1,1,1312.83
1264,16384,0.0001,1024,1,2,0,52.1489
1265,16384,0.0001,1024,1,2,1,1252.95
1266,16384,0.0001,1024,2,0,0,45449.9
1267,16384,0.0001,1024,2,0,1,44476.2
1268,16384,0.0001,1024,2,1,0,48.8377
1269,16384,0.0001,1024,2,1,1,1178.48
1270,16384,0.0001,1024,2,2,0,41.5793
1271,16384,0.0001,1024,2,2,1,1100.75
1272,16384,0.0001,1024,4,0,0,23122.4
1273,16384,0.0001,1024,4,0,1,22642.3
1274,16384,0.0001,1024,4,1,0,27.5769
1275,16384,0.0001,1024,4,1,1,680.425
1276,16384,0.0001,1024,4,2,0,19.9627
1277,16384,0.0001,1024,4,2,1,569.728
1278,16384,0.0001,1024,8,0,0,12632.2
1279,16384,0.0001,1024,8,0,1,12439.5
1280,16384,0.0001,1024,8,1,0,16.9344
1281,16384,0.0001,1024,8,1,1,364.448
1282,16384,0.0001,1024,8,2,0,13.8281
1283,16384,0.0001,1024,8,2,1,348.501
1284,16384,0.0001,1024,16,0,0,7174.85
1285,16384,0.0001,1024,16,0,1,7120.35
1286,16384,0.0001,1024,16,1,0,9.37264
1287,16384,0.0001,1024,16,1,1,220.595
1288,16384,0.0001,1024,16,2,0,7.55089
1289,16384,0.0001,1024,16,2,1,205.402
1290,16384,0.0001,1024,32,0,0,5785.41
1291,16384,0.0001,1024,32,0,1,6015.34
1292,16384,0.0001,1024,32,1,0,10.036
1293,16384,0.0001,1024,32,1,1,195.805
1294,16384,0.0001,1024,32,2,0,6.49859
1295,16384,0.0001,1024,32,2,1,183.865
1296,16384,0.0001,1024,64,0,0,3793.53
1297,16384,0.0001,1024,64,0,1,3736.01
1298,16384,0.0001,1024,64,1,0,14.7186
1299,16384,0.0001,1024,64,1,1,253.442
1300,16384,0.0001,1024,64,2,0,13.7694
1301,16384,0.0001,1024,64,2,1,259.074
1302,16384,0.0001,2048,1,0,0,DNF
1303,16384,0.0001,2048,1,0,1,DNF
1304,16384,0.0001,2048,1,1,0,281.626
1305,16384,0.0001,2048,1,1,1,1442.78
1306,16384,0.0001,2048,1,2,0,202.028
1307,16384,0.0001,2048,1,2,1,1367.91
1308,16384,0.0001,2048,2,0,0,181064.0
1309,16384,0.0001,2048,2,0,1,172273.0
1310,16384,0.0001,2048,2,1,0,169.9
1311,16384,0.0001,2048,2,1,1,1268.68
1312,16384,0.0001,2048,2,2,0,145.158
1313,16384,0.0001,2048,2,2,1,1297.6
1314,16384,0.0001,2048,4,0,0,91722.5
1315,16384,0.0001,2048,4,0,1,88000.4
1316,16384,0.0001,2048,4,1,0,95.9326
1317,16384,0.0001,2048,4,1,1,718.005
1318,16384,0.0001,2048,4,2,0,76.1851
1319,16384,0.0001,2048,4,2,1,660.428
1320,16384,0.0001,2048,8,0,0,50070.1
1321,16384,0.0001,2048,8,0,1,48002.7
1322,16384,0.0001,2048,8,1,0,50.8856
1323,16384,0.0001,2048,8,1,1,401.624
1324,16384,0.0001,2048,8,2,0,40.2102
1325,16384,0.0001,2048,8,2,1,397.036
1326,16384,0.0001,2048,16,0,0,28436.7
1327,16384,0.0001,2048,16,0,1,27534.7
1328,16384,0.0001,2048,16,1,0,28.6179
1329,16384,0.0001,2048,16,1,1,230.627
1330,16384,0.0001,2048,16,2,0,23.708
1331,16384,0.0001,2048,16,2,1,265.17
1332,16384,0.0001,2048,32,0,0,17342.4
1333,16384,0.0001,2048,32,0,1,17427.2
1334,16384,0.0001,2048,32,1,0,24.9364
1335,16384,0.0001,2048,32,1,1,199.965
1336,16384,0.0001,2048,32,2,0,19.6964
1337,16384,0.0001,2048,32,2,1,194.013
1338,16384,0.0001,2048,64,0,0,14953.2
1339,16384,0.0001,2048,64,0,1,14816.4
1340,16384,0.0001,2048,64,1,0,28.7996
1341,16384,0.0001,2048,64,1,1,286.69
1342,16384,0.0001,2048,64,2,0,24.6657
1343,16384,0.0001,2048,64,2,1,276.808
1344,16384,0.01,256,1,0,0,5785.39
1345,16384,0.01,256,1,0,1,1770.1
1346,16384,0.01,256,1,1,0,183.371
1347,16384,0.01,256,1,1,1,374.231
1348,16384,0.01,256,1,2,0,94.6447
1349,16384,0.01,256,1,2,1,388.122
1350,16384,0.01,256,2,0,0,2962.24
1351,16384,0.01,256,2,0,1,1096.9
1352,16384,0.01,256,2,1,0,130.39
1353,16384,0.01,256,2,1,1,272.439
1354,16384,0.01,256,2,2,0,77.0826
1355,16384,0.01,256,2,2,1,255.895
1356,16384,0.01,256,4,0,0,1567.3
1357,16384,0.01,256,4,0,1,633.165
1358,16384,0.01,256,4,1,0,52.98
1359,16384,0.01,256,4,1,1,153.571
1360,16384,0.01,256,4,2,0,44.9988
1361,16384,0.01,256,4,2,1,152.036
1362,16384,0.01,256,8,0,0,914.789
1363,16384,0.01,256,8,0,1,341.598
1364,16384,0.01,256,8,1,0,32.5643
1365,16384,0.01,256,8,1,1,117.209
1366,16384,0.01,256,8,2,0,22.5742
1367,16384,0.01,256,8,2,1,97.229
1368,16384,0.01,256,16,0,0,534.79
1369,16384,0.01,256,16,0,1,243.664
1370,16384,0.01,256,16,1,0,22.3748
1371,16384,0.01,256,16,1,1,66.7566
1372,16384,0.01,256,16,2,0,15.6989
1373,16384,0.01,256,16,2,1,65.0043
1374,16384,0.01,256,32,0,0,494.142
1375,16384,0.01,256,32,0,1,194.232
1376,16384,0.01,256,32,1,0,21.4354
1377,16384,0.01,256,32,1,1,62.4261
1378,16384,0.01,256,32,2,0,16.3051
1379,16384,0.01,256,32,2,1,61.6478
1380,16384,0.01,256,64,0,0,391.933
1381,16384,0.01,256,64,0,1,136.906
1382,16384,0.01,256,64,1,0,25.8644
1383,16384,0.01,256,64,1,1,88.0249
1384,16384,0.01,256,64,2,0,18.3731
1385,16384,0.01,256,64,2,1,91.4728
1386,16384,0.01,512,1,0,0,23028.5
1387,16384,0.01,512,1,0,1,6048.49
1388,16384,0.01,512,1,1,0,674.855
1389,16384,0.01,512,1,1,1,511.495
1390,16384,0.01,512,1,2,0,302.894
1391,16384,0.01,512,1,2,1,401.225
1392,16384,0.01,512,2,0,0,11676.1
1393,16384,0.01,512,2,0,1,3197.21
1394,16384,0.01,512,2,1,0,388.44
1395,16384,0.01,512,2,1,1,340.193
1396,16384,0.01,512,2,2,0,214.47
1397,16384,0.01,512,2,2,1,277.328
1398,16384,0.01,512,4,0,0,5972.65
1399,16384,0.01,512,4,0,1,1790.99
1400,16384,0.01,512,4,1,0,214.676
1401,16384,0.01,512,4,1,1,192.722
1402,16384,0.01,512,4,2,0,128.629
1403,16384,0.01,512,4,2,1,169.458
1404,16384,0.01,512,8,0,0,3334.92
1405,16384,0.01,512,8,0,1,1041.32
1406,16384,0.01,512,8,1,0,130.986
1407,16384,0.01,512,8,1,1,120.98
1408,16384,0.01,512,8,2,0,58.2645
1409,16384,0.01,512,8,2,1,106.916
1410,16384,0.01,512,16,0,0,1881.66
1411,16384,0.01,512,16,0,1,600.23
1412,16384,0.01,512,16,1,0,61.2619
1413,16384,0.01,512,16,1,1,77.747
1414,16384,0.01,512,16,2,0,33.732
1415,16384,0.01,512,16,2,1,70.2693
1416,16384,0.01,512,32,0,0,1835.45
1417,16384,0.01,512,32,0,1,554.366
1418,16384,0.01,512,32,1,0,58.2904
1419,16384,0.01,512,32,1,1,69.2944
1420,16384,0.01,512,32,2,0,27.9286
1421,16384,0.01,512,32,2,1,66.0336
1422,16384,0.01,512,64,0,0,1031.02
1423,16384,0.01,512,64,0,1,346.675
1424,16384,0.01,512,64,1,0,48.7767
1425,16384,0.01,512,64,1,1,96.9896
1426,16384,0.01,512,64,2,0,37.0963
1427,16384,0.01,512,64,2,1,99.3274
1428,16384,0.01,1024,1,0,0,94038.4
1429,16384,0.01,1024,1,0,1,23647.1
1430,16384,0.01,1024,1,1,0,4065.52
1431,16384,0.01,1024,1,1,1,1546.73
1432,16384,0.01,1024,1,2,0,1620.97
1433,16384,0.01,1024,1,2,1,723.956
1434,16384,0.01,1024,2,0,0,47266.2
1435,16384,0.01,1024,2,0,1,12098.8
1436,16384,0.01,1024,2,1,0,2237.7
1437,16384,0.01,1024,2,1,1,925.645
1438,16384,0.01,1024,2,2,0,920.954
1439,16384,0.01,1024,2,2,1,526.225
1440,16384,0.01,1024,4,0,0,23783.2
1441,16384,0.01,1024,4,0,1,6317.01
1442,16384,0.01,1024,4,1,0,1207.1
1443,16384,0.01,1024,4,1,1,531.878
1444,16384,0.01,1024,4,2,0,469.409
1445,16384,0.01,1024,4,2,1,267.784
1446,16384,0.01,1024,8,0,0,13062.5
1447,16384,0.01,1024,8,0,1,3576.22
1448,16384,0.01,1024,8,1,0,615.454
1449,16384,0.01,1024,8,1,1,271.169
1450,16384,0.01,1024,8,2,0,254.093
1451,16384,0.01,1024,8,2,1,165.139
1452,16384,0.01,1024,16,0,0,7419.41
1453,16384,0.01,1024,16,0,1,2111.56
1454,16384,0.01,1024,16,1,0,338.297
1455,16384,0.01,1024,16,1,1,198.601
1456,16384,0.01,1024,16,2,0,144.219
1457,16384,0.01,1024,16,2,1,102.563
1458,16384,0.01,1024,32,0,0,5938.76
1459,16384,0.01,1024,32,0,1,2043.61
1460,16384,0.01,1024,32,1,0,270.305
1461,16384,0.01,1024,32,1,1,139.619
1462,16384,0.01,1024,32,2,0,115.124
1463,16384,0.01,1024,32,2,1,84.9679
1464,16384,0.01,1024,64,0,0,3874.81
1465,16384,0.01,1024,64,0,1,1259.82
1466,16384,0.01,1024,64,1,0,203.381
1467,16384,0.01,1024,64,1,1,145.667
1468,16384,0.01,1024,64,2,0,116.409
1469,16384,0.01,1024,64,2,1,117.671
1470,16384,0.01,2048,1,0,0,DNF
1471,16384,0.01,2048,1,0,1,95306.2
1472,16384,0.01,2048,1,1,0,23826.5
1473,16384,0.01,2048,1,1,1,7367.84
1474,16384,0.01,2048,1,2,0,5424.12
1475,16384,0.01,2048,1,2,1,1874.42
1476,16384,0.01,2048,2,0,0,193931.0
1477,16384,0.01,2048,2,0,1,48730.2
1478,16384,0.01,2048,2,1,0,14133.8
1479,16384,0.01,2048,2,1,1,4399.07
1480,16384,0.01,2048,2,2,0,3375.56
1481,16384,0.01,2048,2,2,1,1521.34
1482,16384,0.01,2048,4,0,0,98446.8
1483,16384,0.01,2048,4,0,1,25100.4
1484,16384,0.01,2048,4,1,0,7186.96
1485,16384,0.01,2048,4,1,1,2385.86
1486,16384,0.01,2048,4,2,0,2092.66
1487,16384,0.01,2048,4,2,1,760.585
1488,16384,0.01,2048,8,0,0,52969.9
1489,16384,0.01,2048,8,0,1,14144.5
1490,16384,0.01,2048,8,1,0,3802.81
1491,16384,0.01,2048,8,1,1,1293.01
1492,16384,0.01,2048,8,2,0,1123.5
1493,16384,0.01,2048,8,2,1,434.073
1494,16384,0.01,2048,16,0,0,29896.3
1495,16384,0.01,2048,16,0,1,8403.41
1496,16384,0.01,2048,16,1,0,1922.57
1497,16384,0.01,2048,16,1,1,670.972
1498,16384,0.01,2048,16,2,0,888.417
1499,16384,0.01,2048,16,2,1,294.51
1500,16384,0.01,2048,32,0,0,17795.8
1501,16384,0.01,2048,32,0,1,6535.56
1502,16384,0.01,2048,32,1,0,1492.5
1503,16384,0.01,2048,32,1,1,540.416
1504,16384,0.01,2048,32,2,0,852.901
1505,16384,0.01,2048,32,2,1,285.477
1506,16384,0.01,2048,64,0,0,15372.6
1507,16384,0.01,2048,64,0,1,4587.08
1508,16384,0.01,2048,64,1,0,1084.32
1509,16384,0.01,2048,64,1,1,397.383
1510,16384,0.01,2048,64,2,0,920.282
1511,16384,0.01,2048,64,2,1,318.996
1512,131072,1e-06,256,1,0,0,45624.4
1513,131072,1e-06,256,1,0,1,55130.8
1514,131072,1e-06,256,1,1,0,5.12993
1515,131072,1e-06,256,1,1,1,9514.23
1516,131072,1e-06,256,1,2,0,4.48881
1517,131072,1e-06,256,1,2,1,9477.78
1518,131072,1e-06,256,2,0,0,22869.8
1519,131072,1e-06,256,2,0,1,29850.0
1520,131072,1e-06,256,2,1,0,7.88983
1521,131072,1e-06,256,2,1,1,8594.54
1522,131072,1e-06,256,2,2,0,6.62824
1523,131072,1e-06,256,2,2,1,8277.58
1524,131072,1e-06,256,4,0,0,11679.9
1525,131072,1e-06,256,4,0,1,15449.1
1526,131072,1e-06,256,4,1,0,4.09952
1527,131072,1e-06,256,4,1,1,5294.53
1528,131072,1e-06,256,4,2,0,1.42355
1529,131072,1e-06,256,4,2,1,5058.1
1530,131072,1e-06,256,8,0,0,6426.15
1531,131072,1e-06,256,8,0,1,8665.87
1532,131072,1e-06,256,8,1,0,2.23646
1533,131072,1e-06,256,8,1,1,3016.99
1534,131072,1e-06,256,8,2,0,1.952
1535,131072,1e-06,256,8,2,1,3106.7
1536,131072,1e-06,256,16,0,0,3668.87
1537,131072,1e-06,256,16,0,1,5014.93
1538,131072,1e-06,256,16,1,0,1.50253
1539,131072,1e-06,256,16,1,1,1839.51
1540,131072,1e-06,256,16,2,0,1.31218
1541,131072,1e-06,256,16,2,1,1820.44
1542,131072,1e-06,256,32,0,0,3388.09
1543,131072,1e-06,256,32,0,1,4266.13
1544,131072,1e-06,256,32,1,0,3.81692
1545,131072,1e-06,256,32,1,1,1312.58
1546,131072,1e-06,256,32,2,0,4.67314
1547,131072,1e-06,256,32,2,1,1313.93
1548,131072,1e-06,256,64,0,0,1901.07
1549,131072,1e-06,256,64,0,1,2797.36
1550,131072,1e-06,256,64,1,0,7.15242
1551,131072,1e-06,256,64,1,1,1597.17
1552,131072,1e-06,256,64,2,0,9.22712
1553,131072,1e-06,256,64,2,1,1596.84
1554,131072,1e-06,512,1,0,0,181258.0
1555,131072,1e-06,512,1,0,1,189840.0
1556,131072,1e-06,512,1,1,0,7.11884
1557,131072,1e-06,512,1,1,1,9424.08
1558,131072,1e-06,512,1,2,0,6.29724
1559,131072,1e-06,512,1,2,1,9414.71
1560,131072,1e-06,512,2,0,0,90628.3
1561,131072,1e-06,512,2,0,1,96872.1
1562,131072,1e-06,512,2,1,0,10.6648
1563,131072,1e-06,512,2,1,1,8612.34
1564,131072,1e-06,512,2,2,0,9.33823
1565,131072,1e-06,512,2,2,1,8442.31
1566,131072,1e-06,512,4,0,0,45911.6
1567,131072,1e-06,512,4,0,1,49155.1
1568,131072,1e-06,512,4,1,0,5.52219
1569,131072,1e-06,512,4,1,1,4891.57
1570,131072,1e-06,512,4,2,0,4.86854
1571,131072,1e-06,512,4,2,1,4687.98
1572,131072,1e-06,512,8,0,0,25120.5
1573,131072,1e-06,512,8,0,1,26761.4
1574,131072,1e-06,512,8,1,0,3.03695
1575,131072,1e-06,512,8,1,1,3009.38
1576,131072,1e-06,512,8,2,0,2.66273
1577,131072,1e-06,512,8,2,1,3061.46
1578,131072,1e-06,512,16,0,0,14246.4
1579,131072,1e-06,512,16,0,1,15322.4
1580,131072,1e-06,512,16,1,0,1.85347
1581,131072,1e-06,512,16,1,1,1848.21
1582,131072,1e-06,512,16,2,0,1.7214
1583,131072,1e-06,512,16,2,1,1849.42
1584,131072,1e-06,512,32,0,0,9929.09
1585,131072,1e-06,512,32,0,1,11281.4
1586,131072,1e-06,512,32,1,0,3.6367
1587,131072,1e-06,512,32,1,1,1502.19
1588,131072,1e-06,512,32,2,0,2.70306
1589,131072,1e-06,512,32,2,1,1462.77
1590,131072,1e-06,512,64,0,0,7583.45
1591,131072,1e-06,512,64,0,1,7788.35
1592,131072,1e-06,512,64,1,0,9.22128
1593,131072,1e-06,512,64,1,1,1622.82
1594,131072,1e-06,512,64,2,0,12.0682
1595,131072,1e-06,512,64,2,1,1598.46
1596,131072,1e-06,1024,1,0,0,DNF
1597,131072,1e-06,1024,1,0,1,DNF
1598,131072,1e-06,1024,1,1,0,17.797
1599,131072,1e-06,1024,1,1,1,9488.16
1600,131072,1e-06,1024,1,2,0,16.8031
1601,131072,1e-06,1024,1,2,1,9562.06
1602,131072,1e-06,1024,2,0,0,DNF
1603,131072,1e-06,1024,2,0,1,DNF
1604,131072,1e-06,1024,2,1,0,18.1929
1605,131072,1e-06,1024,2,1,1,8270.48
1606,131072,1e-06,1024,2,2,0,16.6285
1607,131072,1e-06,1024,2,2,1,8372.65
1608,131072,1e-06,1024,4,0,0,183260.0
1609,131072,1e-06,1024,4,0,1,184381.0
1610,131072,1e-06,1024,4,1,0,10.3848
1611,131072,1e-06,1024,4,1,1,4931.23
1612,131072,1e-06,1024,4,2,0,9.73236
1613,131072,1e-06,1024,4,2,1,4757.93
1614,131072,1e-06,1024,8,0,0,99320.2
1615,131072,1e-06,1024,8,0,1,100187.0
1616,131072,1e-06,1024,8,1,0,5.52686
1617,131072,1e-06,1024,8,1,1,3018.87
1618,131072,1e-06,1024,8,2,0,5.30693
1619,131072,1e-06,1024,8,2,1,3004.75
1620,131072,1e-06,1024,16,0,0,56648.2
1621,131072,1e-06,1024,16,0,1,56847.9
1622,131072,1e-06,1024,16,1,0,3.21991
1623,131072,1e-06,1024,16,1,1,1851.43
1624,131072,1e-06,1024,16,2,0,3.71635
1625,131072,1e-06,1024,16,2,1,1861.18
1626,131072,1e-06,1024,32,0,0,32632.4
1627,131072,1e-06,1024,32,0,1,32820.3
1628,131072,1e-06,1024,32,1,0,2.8209
1629,131072,1e-06,1024,32,1,1,1333.34
1630,131072,1e-06,1024,32,2,0,3.20288
1631,131072,1e-06,1024,32,2,1,1340.1
1632,131072,1e-06,1024,64,0,0,29990.5
1633,131072,1e-06,1024,64,0,1,29896.6
1634,131072,1e-06,1024,64,1,0,14.0052
1635,131072,1e-06,1024,64,1,1,1696.82
1636,131072,1e-06,1024,64,2,0,13.6914
1637,131072,1e-06,1024,64,2,1,1711.77
1638,131072,1e-06,2048,1,0,0,DNF
1639,131072,1e-06,2048,1,0,1,DNF
1640,131072,1e-06,2048,1,1,0,60.7802
1641,131072,1e-06,2048,1,1,1,9683.1
1642,131072,1e-06,2048,1,2,0,57.2064
1643,131072,1e-06,2048,1,2,1,9697.78
1644,131072,1e-06,2048,2,0,0,DNF
1645,131072,1e-06,2048,2,0,1,DNF
1646,131072,1e-06,2048,2,1,0,37.6172
1647,131072,1e-06,2048,2,1,1,8791.06
1648,131072,1e-06,2048,2,2,0,41.6575
1649,131072,1e-06,2048,2,2,1,8828.15
1650,131072,1e-06,2048,4,0,0,DNF
1651,131072,1e-06,2048,4,0,1,DNF
1652,131072,1e-06,2048,4,1,0,24.0136
1653,131072,1e-06,2048,4,1,1,5221.23
1654,131072,1e-06,2048,4,2,0,23.3804
1655,131072,1e-06,2048,4,2,1,5120.87
1656,131072,1e-06,2048,8,0,0,DNF
1657,131072,1e-06,2048,8,0,1,DNF
1658,131072,1e-06,2048,8,1,0,14.323
1659,131072,1e-06,2048,8,1,1,3025.27
1660,131072,1e-06,2048,8,2,0,13.8602
1661,131072,1e-06,2048,8,2,1,3028.06
1662,131072,1e-06,2048,16,0,0,225290.0
1663,131072,1e-06,2048,16,0,1,221332.0
1664,131072,1e-06,2048,16,1,0,7.67191
1665,131072,1e-06,2048,16,1,1,1884.59
1666,131072,1e-06,2048,16,2,0,7.44801
1667,131072,1e-06,2048,16,2,1,1825.29
1668,131072,1e-06,2048,32,0,0,120881.0
1669,131072,1e-06,2048,32,0,1,119965.0
1670,131072,1e-06,2048,32,1,0,6.26056
1671,131072,1e-06,2048,32,1,1,1299.53
1672,131072,1e-06,2048,32,2,0,8.40446
1673,131072,1e-06,2048,32,2,1,1309.26
1674,131072,1e-06,2048,64,0,0,119489.0
1675,131072,1e-06,2048,64,0,1,117689.0
1676,131072,1e-06,2048,64,1,0,15.8976
1677,131072,1e-06,2048,64,1,1,1734.29
1678,131072,1e-06,2048,64,2,0,14.052
1679,131072,1e-06,2048,64,2,1,1710.89
1680,131072,0.0001,256,1,0,0,45568.6
1681,131072,0.0001,256,1,0,1,24503.4
1682,131072,0.0001,256,1,1,0,34.1597
1683,131072,0.0001,256,1,1,1,4210.29
1684,131072,0.0001,256,1,2,0,31.4313
1685,131072,0.0001,256,1,2,1,4266.05
1686,131072,0.0001,256,2,0,0,22890.1
1687,131072,0.0001,256,2,0,1,13364.5
1688,131072,0.0001,256,2,1,0,33.1997
1689,131072,0.0001,256,2,1,1,3809.91
1690,131072,0.0001,256,2,2,0,25.4541
1691,131072,0.0001,256,2,2,1,3710.42
1692,131072,0.0001,256,4,0,0,11617.3
1693,131072,0.0001,256,4,0,1,6927.02
1694,131072,0.0001,256,4,1,0,20.5484
1695,131072,0.0001,256,4,1,1,2232.47
1696,131072,0.0001,256,4,2,0,18.1817
1697,131072,0.0001,256,4,2,1,2176.02
1698,131072,0.0001,256,8,0,0,6427.61
1699,131072,0.0001,256,8,0,1,3967.18
1700,131072,0.0001,256,8,1,0,12.6865
1701,131072,0.0001,256,8,1,1,1273.88
1702,131072,0.0001,256,8,2,0,11.5817
1703,131072,0.0001,256,8,2,1,1328.16
1704,131072,0.0001,256,16,0,0,3680.32
1705,131072,0.0001,256,16,0,1,2245.68
1706,131072,0.0001,256,16,1,0,6.75137
1707,131072,0.0001,256,16,1,1,788.517
1708,131072,0.0001,256,16,2,0,6.37859
1709,131072,0.0001,256,16,2,1,791.685
1710,131072,0.0001,256,32,0,0,3400.53
1711,131072,0.0001,256,32,0,1,1953.78
1712,131072,0.0001,256,32,1,0,7.77101
1713,131072,0.0001,256,32,1,1,593.16
1714,131072,0.0001,256,32,2,0,8.27867
1715,131072,0.0001,256,32,2,1,604.093
1716,131072,0.0001,256,64,0,0,1948.11
1717,131072,0.0001,256,64,0,1,1251.39
1718,131072,0.0001,256,64,1,0,17.5225
1719,131072,0.0001,256,64,1,1,770.853
1720,131072,0.0001,256,64,2,0,13.584
1721,131072,0.0001,256,64,2,1,750.372
1722,131072,0.0001,512,1,0,0,180909.0
1723,131072,0.0001,512,1,0,1,64952.0
1724,131072,0.0001,512,1,1,0,96.8151
1725,131072,0.0001,512,1,1,1,3258.05
1726,131072,0.0001,512,1,2,0,84.1712
1727,131072,0.0001,512,1,2,1,3382.35
1728,131072,0.0001,512,2,0,0,90772.6
1729,131072,0.0001,512,2,0,1,33259.8
1730,131072,0.0001,512,2,1,0,81.2878
1731,131072,0.0001,512,2,1,1,3069.2
1732,131072,0.0001,512,2,2,0,70.1625
1733,131072,0.0001,512,2,2,1,3052.87
1734,131072,0.0001,512,4,0,0,45985.6
1735,131072,0.0001,512,4,0,1,16942.1
1736,131072,0.0001,512,4,1,0,44.3667
1737,131072,0.0001,512,4,1,1,1747.61
1738,131072,0.0001,512,4,2,0,37.3412
1739,131072,0.0001,512,4,2,1,1832.8
1740,131072,0.0001,512,8,0,0,25075.5
1741,131072,0.0001,512,8,0,1,9337.86
1742,131072,0.0001,512,8,1,0,26.7456
1743,131072,0.0001,512,8,1,1,1015.23
1744,131072,0.0001,512,8,2,0,22.1325
1745,131072,0.0001,512,8,2,1,1027.6
1746,131072,0.0001,512,16,0,0,14221.4
1747,131072,0.0001,512,16,0,1,5361.02
1748,131072,0.0001,512,16,1,0,17.1174
1749,131072,0.0001,512,16,1,1,591.872
1750,131072,0.0001,512,16,2,0,15.3666
1751,131072,0.0001,512,16,2,1,606.339
1752,131072,0.0001,512,32,0,0,9804.24
1753,131072,0.0001,512,32,0,1,4388.26
1754,131072,0.0001,512,32,1,0,16.5295
1755,131072,0.0001,512,32,1,1,472.415
1756,131072,0.0001,512,32,2,0,13.707
1757,131072,0.0001,512,32,2,1,484.743
1758,131072,0.0001,512,64,0,0,7563.39
1759,131072,0.0001,512,64,0,1,2740.8
1760,131072,0.0001,512,64,1,0,18.4175
1761,131072,0.0001,512,64,1,1,631.614
1762,131072,0.0001,512,64,2,0,19.4161
1763,131072,0.0001,512,64,2,1,611.972
1764,131072,0.0001,1024,1,0,0,DNF
1765,131072,0.0001,1024,1,0,1,239048.0
1766,131072,0.0001,1024,1,1,0,429.887
1767,131072,0.0001,1024,1,1,1,3327.7
1768,131072,0.0001,1024,1,2,0,379.463
1769,131072,0.0001,1024,1,2,1,3319.56
1770,131072,0.0001,1024,2,0,0,DNF
1771,131072,0.0001,1024,2,0,1,120544.0
1772,131072,0.0001,1024,2,1,0,257.842
1773,131072,0.0001,1024,2,1,1,2915.63
1774,131072,0.0001,1024,2,2,0,210.783
1775,131072,0.0001,1024,2,2,1,2878.01
1776,131072,0.0001,1024,4,0,0,183253.0
1777,131072,0.0001,1024,4,0,1,60992.9
1778,131072,0.0001,1024,4,1,0,150.467
1779,131072,0.0001,1024,4,1,1,1718.03
1780,131072,0.0001,1024,4,2,0,127.232
1781,131072,0.0001,1024,4,2,1,1746.07
1782,131072,0.0001,1024,8,0,0,99653.7
1783,131072,0.0001,1024,8,0,1,33453.5
1784,131072,0.0001,1024,8,1,0,81.0085
1785,131072,0.0001,1024,8,1,1,1026.93
1786,131072,0.0001,1024,8,2,0,65.9994
1787,131072,0.0001,1024,8,2,1,971.117
1788,131072,0.0001,1024,16,0,0,56577.7
1789,131072,0.0001,1024,16,0,1,19160.3
1790,131072,0.0001,1024,16,1,0,43.368
